"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"SampleID"	"CollectionDate"	"SampleNotes"	"ExtractID"	"ExtractDate"	"ExtractKit"	"ExtractedBy"	"ExtractNotes"	"SequenceID"	"LibraryCode"	"LibPrepKit"	"FlowCellType"	"FlowCellSerial"	"FlongleAdapter"	"SeqDevice"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"	"subject_day"
18	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-038"	2023-11-12	""	"hdz-038-e1"	2024-01-06	"Quick-DNA Fecal/Soil Microbe"	"SA/WJ"	""	"hdz-038-s45"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_18"
18	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-034"	2023-11-12	""	"hdz-034-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-034-s44"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_18"
19	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-042"	2023-11-13	""	"hdz-042-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-042-s188"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_19"
19	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-041"	2023-11-13	""	"hdz-041-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-041-s53"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_19"
19	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-052"	2023-11-13	""	"hdz-052-e1"	2024-04-08	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-052-s50"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_19"
20	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-039"	2023-11-14	""	"hdz-039-e1"	2024-01-24	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-039-s33"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_20"
20	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-046"	2023-11-14	""	"hdz-046-e1"	2024-01-06	"Quick-DNA Fecal/Soil Microbe"	"SA/WJ"	""	"hdz-046-s48"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_20"
20	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-051"	2023-11-14	""	"hdz-051-e1"	2024-01-06	"Quick-DNA Fecal/Soil Microbe"	"SA/WJ"	""	"hdz-051-s54"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_20"
21	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-047"	2023-11-15	""	"hdz-047-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-047-s190"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_21"
24	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-053"	2023-11-18	""	"hdz-053-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA/WJ"	""	"hdz-053-s191"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_24"
24	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"no"	"F"	6	"hdz-049"	2023-11-18	""	"hdz-049-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-049-e1-s346"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_24"
25	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-054"	2023-11-19	""	"hdz-054-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-054-s192"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_25"
25	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"no"	"F"	6	"hdz-044"	2023-11-19	""	"hdz-044-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA/WJ"	""	"hdz-044-s189"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_25"
26	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-094"	2023-11-20	""	"hdz-094-e1"	2024-04-04	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-094-s66"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_26"
26	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-104"	2023-11-20	""	"hdz-104-e1"	2024-04-08	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-104-s69"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_26"
27	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-058"	2023-11-21	""	"hdz-058-e1"	2024-02-12	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-058-s63"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_27"
28	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	6	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-069"	2023-11-22	""	"hdz-069-e1"	2024-01-24	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-069-s193"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_28"
28	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-079"	2023-11-22	""	"hdz-079-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-079-s25"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_28"
29	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-064"	2023-11-23	""	"hdz-064-e1"	2024-02-25	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-064-s2"	"hdz1"	"SQK-16S114-24"	"FLO-MIN114"	"FAX08980"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_29"
29	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-078"	2023-11-23	""	"hdz-078-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-078-s27"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_29"
30	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-063"	2023-11-24	""	"hdz-063-e1"	2024-02-25	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-063-s1"	"hdz1"	"SQK-16S114-24"	"FLO-MIN114"	"FAX08980"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_30"
30	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-068"	2023-11-24	""	"hdz-068-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"WJ, MB"	"Not sure if these samples were extracted twice, but Missy extracted them on 2/29/24"	"hdz-068-s26"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_30"
32	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-057"	2023-11-26	""	"hdz-057-e1"	2024-01-24	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-057-s233"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_32"
32	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-073"	2023-11-26	""	"hdz-073-e1"	2024-02-25	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-073-s194"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_32"
33	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"no"	"M"	10	"hdz-077"	2023-11-27	""	"hdz-077-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-077-s38"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_33"
33	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"no"	"F"	6	"hdz-067"	2023-11-27	""	"hdz-067-e1"	2024-02-25	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-067-s9"	"hdz1"	"SQK-16S114-24"	"FLO-MIN114"	"FAX08980"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_33"
35	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-072"	2023-11-29	""	"hdz-072-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-072-s34"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_35"
36	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-066"	2023-11-30	""	"hdz-066-e1"	2024-02-25	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-066-s5"	"hdz1"	"SQK-16S114-24"	"FLO-MIN114"	"FAX08980"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_36"
37	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-076"	2023-12-01	""	"hdz-076-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-076-s24"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_37"
38	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-071"	2023-12-02	""	"hdz-071-e1"	2024-01-24	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-071-s79"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_38"
38	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-070"	2023-12-02	""	"hdz-070-e1"	2024-02-29	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-070-s29"	"hdz2"	"SQK-16S114-24"	"FLO-FLG114"	"AUD789"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_38"
39	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-065"	2023-12-03	""	"hdz-065-e1"	2024-02-25	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-065-s4"	"hdz1"	"SQK-16S114-24"	"FLO-MIN114"	"FAX08980"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_39"
41	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	"hdz-188"	2023-12-05	""	"hdz-188-e1"	2024-04-15	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-188-s62"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_41"
42	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	"hdz-187"	2023-12-06	""	"hdz-187-e1"	2024-04-15	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-187-s71"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_42"
