"Organism"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid376804"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola barnesiae"
"txid470145"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola coprocola"
"txid387090"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola coprophilus"
"txid357276"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola dorei"
"txid204516"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola massiliensis"
"txid1236498"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola paurosaccharolyticus"
"txid484018"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola plebeius"
"txid1236538"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola sartorii"
"txid435590"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola vulgatus"
"txid487174"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"	"Barnesiella intestinihominis"
"txid397865"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"	"Barnesiella viscericola"
"txid2751153"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Coprobacter"	"Coprobacter secundus"
"txid1605892"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas alginatilytica"
"txid45254"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas capnocytophagoides"
"txid742766"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas gadei"
"txid1298597"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas hofstadii"
"txid1346286"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas macrotermitis"
"txid2040292"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas massiliensis"
"txid1678841"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Lentimicrobiaceae"	"Lentimicrobium"	"Lentimicrobium saccharophilum"
"txid2518971"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Duncaniella"	"Duncaniella dubosii"
"txid2530391"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Duncaniella"	"Duncaniella freteri"
"txid2094150"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Duncaniella"	"Duncaniella muris"
"txid2601703"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Heminiphilus"	"Heminiphilus faecis"
"txid2530390"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Muribaculum"	"Muribaculum gordoncarteri"
"txid1796646"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Muribaculum"	"Muribaculum intestinale"
"txid2094151"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Paramuribaculum"	"Paramuribaculum intestinale"
"txid2880703"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Sangeribacter"	"Sangeribacter muris"
"txid2606626"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Sodaliphilus"	"Sodaliphilus pleomorphus"
"txid2093856"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas faecalis"
"txid1472417"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas paravirosa"
"txid1720203"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas phoceensis"
"txid544644"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas synergistica"
"txid2042309"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas vaginalis"
"txid544645"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas virosa"
"txid1841857"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Culturomica"	"Culturomica massiliensis"
"txid28118"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Odoribacter"	"Odoribacter splanchnicus"
"txid694427"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"Paludibacter"	"Paludibacter propionicigenes"
"txid1673718"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Massilibacteroides"	"Massilibacteroides vaginae"
"txid1350067"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Microbacter"	"Microbacter margulisiae"
"txid501496"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas bennonis"
"txid887901"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas catoniae"
"txid671218"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella rava"
"txid76122"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella tannerae"
"txid1336250"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Hallella"	"Hallella seregens"
"txid1841864"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Marseilla"	"Marseilla massiliensis"
"txid1816687"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Massiliprevotella"	"Massiliprevotella massiliensis"
"txid1870999"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Metaprevotella"	"Metaprevotella massiliensis"
"txid454154"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Paraprevotella"	"Paraprevotella clara"
"txid454155"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Paraprevotella"	"Paraprevotella xylaniphila"
"txid305719"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella baroniae"
"txid242750"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella bergensis"
"txid873513"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella buccae"
"txid28127"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella buccalis"
"txid1703337"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella colorans"
"txid537011"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella copri"
"txid28128"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella corporis"
"txid908937"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella dentalis"
"txid1236509"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella dentasini"
"txid28129"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella denticola"
"txid76123"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella enoeca"
"txid2801997"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella herbatica"
"txid470565"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"
"txid2518605"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella hominis"
"txid2800387"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella illustrans"
"txid1177574"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella jejuni"
"txid2490854"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella koreensis"
"txid2854755"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella lacticifex"
"txid1776379"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella lascolaii"
"txid840"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella loescheii"
"txid439703"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella maculosa"
"txid2479840"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella marseillensis"
"txid888743"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella multiformis"
"txid28133"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"
"txid28135"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella oris"
"txid915438"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella oryzae"
"txid185294"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella paludivivens"
"txid1776388"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella phocaeensis"
"txid407975"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pleuritidis"
"txid1676614"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella rara"
"txid228604"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"
"txid228603"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella shahii"
"txid1002367"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella stercorea"
"txid1852370"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellamassilia"	"Prevotellamassilia timonensis"
"txid2133944"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Pseudoprevotella"	"Pseudoprevotella muciniphila"
"txid2585119"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes dispar"
"txid214856"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes finegoldii"
"txid742725"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes indistinctus"
"txid328813"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes onderdonkii"
"txid28117"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes putredinis"
"txid1033732"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes senegalensis"
"txid328814"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes shahii"
"txid1033731"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes timonensis"
"txid433338"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Anaerocella"	"Anaerocella delicata"
"txid1871023"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Millionella"	"Millionella massiliensis"
"txid1433126"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Mucinivorans"	"Mucinivorans hirudinis"
"txid28139"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenella"	"Rikenella microfusus"
"txid1871003"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Tidjanibacter"	"Tidjanibacter massiliensis"
"txid2290935"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides acidifaciens"
"txid871327"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides chinchillae"
"txid2685834"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides chongii"
"txid823"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides distasonis"
"txid1217282"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides faecis"
"txid927665"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides goldsteinii"
"txid574930"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides gordonii"
"txid387661"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides johnsonii"
"txid46503"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides merdae"
"txid1944636"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides provencensis"
"txid1871013"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides timonensis"
"txid28112"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Tannerella"	"Tannerella forsythia"
"txid712710"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Tannerella"	"Tannerella serpentiformis"
"txid2715279"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tenuifilaceae"	"Perlabentimonas"	"Perlabentimonas gracilis"
"txid1640674"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Williamwhitmaniaceae"	"Williamwhitmania"	"Williamwhitmania taraxaci"
"txid889453"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Alkalitalea"	"Alkalitalea saponilacus"
"txid1416875"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Carboxylicivirga"	"Carboxylicivirga taeanensis"
"txid2162893"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Marinilabilia"	"Marinilabilia rubra"
"txid682526"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Natronoflexus"	"Natronoflexus pectinivorans"
"txid2305463"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Prolixibacteraceae"	"Maribellus"	"Maribellus luteus"
"txid1484053"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Prolixibacteraceae"	"Mariniphaga"	"Mariniphaga anaerophila"
"txid314319"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Prolixibacteraceae"	"Prolixibacter"	"Prolixibacter bellariivorans"
"txid1541063"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Prolixibacteraceae"	"Prolixibacter"	"Prolixibacter denitrificans"
"txid2528631"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Prolixibacteraceae"	"Puteibacter"	"Puteibacter caeruleilacunae"
"txid2291814"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Chitinophaga"	"Chitinophaga silvisoli"
"txid1302690"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Cnuella"	"Cnuella takakiae"
"txid1983306"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"	"Edaphobaculum flavum"
"txid563170"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter alkalilentus"
"txid563172"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter lapsinanis"
"txid1310417"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter paludis"
"txid1380048"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter profundus"
"txid2077091"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavipsychrobacter"	"Flavipsychrobacter stenotrophus"
"txid1656888"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter aluminii"
"txid1634986"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter carri"
"txid2675388"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter galbus"
"txid462367"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter ginsengisoli"
"txid398045"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter ginsengiterrae"
"txid661481"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter ginsenosidimutans"
"txid1639646"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter metallilatus"
"txid2364882"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter nicotianae"
"txid940145"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"Flavisolibacter rigui"
"txid1841482"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavitalea"	"Flavitalea antarctica"
"txid1892851"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavitalea"	"Flavitalea flava"
"txid708199"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavitalea"	"Flavitalea gansuensis"
"txid796384"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavitalea"	"Flavitalea populi"
"txid2607284"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ginsengibacter"	"Ginsengibacter hankyongi"
"txid2294116"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Hanamia"	"Hanamia caeni"
"txid714549"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Hydrotalea"	"Hydrotalea flava"
"txid2575867"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ilyomonas"	"Ilyomonas limi"
"txid2678302"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Mucibacter"	"Mucibacter soli"
"txid1781166"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Niastella"	"Niastella hibisci"
"txid700598"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Niastella"	"Niastella koreensis"
"txid2821487"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Niastella"	"Niastella soli"
"txid1852018"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Niveitalea"	"Niveitalea solisilvae"
"txid2268757"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Paracnuella"	"Paracnuella aquatica"
"txid1465490"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Parafilimonas"	"Parafilimonas terrae"
"txid2716334"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Paraflavitalea"	"Paraflavitalea devenefica"
"txid2315862"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Paraflavitalea"	"Paraflavitalea soli"
"txid1503749"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Parasegetibacter"	"Parasegetibacter terrae"
"txid2502779"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Pseudocnuella"	"Pseudocnuella soli"
"txid1884793"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Pseudoflavitalea"	"Pseudoflavitalea rhizosphaerae"
"txid1542729"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Pseudoflavitalea"	"Pseudoflavitalea soli"
"txid670293"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Segetibacter"	"Segetibacter aerophilus"
"txid398037"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Segetibacter"	"Segetibacter koreensis"
"txid1507286"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Terrimonas"	"Terrimonas arctica"
"txid624405"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Terrimonas"	"Terrimonas rhizosphaerae"
"txid2024524"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Terrimonas"	"Terrimonas soli"
"txid1864941"	"Bacteria"	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Terrimonas"	"Terrimonas terrae"
"txid930972"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Catalimonadaceae"	"Porifericola"	"Porifericola rhodea"
"txid1442587"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	"Algoriphagus boseongensis"
"txid1445656"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	"Algoriphagus taiwanensis"
"txid1141846"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Fontibacter"	"Fontibacter ferrireducens"
"txid1232681"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Lunatimonas"	"Lunatimonas lonarensis"
"txid2782349"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Chryseosolibacter"	"Chryseosolibacter histidini"
"txid2782351"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Chryseosolibacter"	"Chryseosolibacter indicus"
"txid455078"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Rhodocytophaga"	"Rhodocytophaga aerolata"
