"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"FRA-49-MGE-S125"	"cm007"	10	10	"DNA1-FRA-49-MGE"	NA	NA	NA	NA	10259	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-04	"SA"	"Quick-DNA Fecal/Soil Microbe"	"FRA-49-MGE"	"DNA Extracts 9"	""	60	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-27	"Franc"	"yes"
"HEN-42-MGE-S126"	"cm007"	11	11	"DNA1-HEN-42-MGE"	NA	NA	NA	NA	8762	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-42-MGE"	"DNA Extracts 9"	""	7.2	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-20	""	"no"
"HER-45-MGE-S127"	"cm007"	12	12	"DNA1-HER-45-MGE"	NA	NA	NA	NA	11058	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HER-45-MGE"	"DNA Extracts 9"	""	28	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-23	"Hera"	"yes"
"GRO-45-MGE-S128"	"cm007"	13	13	"DNA1-GRO-45-MGE"	NA	NA	NA	NA	9167	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-45-MGE"	"DNA Extracts 9"	""	11	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-23	"Grogu"	"yes"
"OPH-49-MGE-S129"	"cm007"	14	14	"DNA1-OPH-49-MGE"	NA	NA	NA	NA	9591	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-49-MGE"	"DNA Extracts 9"	""	46	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-27	"Ophelia"	"yes"
"GIN-49-MGE-S130"	"cm007"	15	15	"DNA1-GIN-49-MGE"	NA	NA	NA	NA	9788	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-49-MGE"	"DNA Extracts 9"	""	29	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-27	"Ginger"	"yes"
"CHA-51-MGE-S131"	"cm007"	16	16	"DNA1-CHA-51-MGE"	NA	NA	NA	NA	9443	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"CHA-51-MGE"	"DNA Extracts 9"	""	18	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-29	"Charles"	"yes"
"KUB-30-MGE-S132"	"cm007"	17	17	"DNA1-KUB-30-MGE"	NA	NA	NA	NA	9762	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-11	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"KUB-30-MGE"	"DNA Extracts 7"	""	1.5	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-08	"Kubo"	"yes"
"GIN-47-MGE-S133"	"cm007"	18	18	"DNA1-GIN-47-MGE"	NA	NA	NA	NA	6890	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-18	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"GIN-47-MGE"	"DNA Extracts 7"	""	2.1	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-25	"Ginger"	"yes"
"KOR-49-MGE-S134"	"cm007"	19	19	"DNA1-KOR-49-MGE"	NA	NA	NA	NA	572	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"KOR-49-MGE"	"DNA Extracts 7"	""	2.1	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-27	"Korra"	"yes"
"HEN-59-MGE-S135"	"cm007"	20	20	"DNA1-HEN-59-MGE"	NA	NA	NA	NA	8533	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"HEN-59-MGE"	"DNA Extracts 7"	""	2	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-05-07	"Henry"	"yes"
"WOL-60-MGE-S136"	"cm007"	21	21	"DNA1-WOL-60-MGE"	NA	NA	NA	NA	13049	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"WOL-60-MGE"	"DNA Extracts 7"	""	2.3	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-05-08	"Wolverine"	"yes"
"JOA-62-MGE-S137"	"cm007"	22	22	"DNA1-JOA-62-MGE"	NA	NA	NA	NA	7205	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"JOA-62-MGE"	"DNA Extracts 7"	""	2.7	"SA"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-10	"Joans"	"yes"
"FRA-22-MGE-S138"	"cm007"	23	23	"DNA1-FRA-22-MGE"	NA	NA	NA	NA	9040	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"FRA-22-MGE"	"DNA Extracts 7"	""	2.3	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-31	"Franc"	"yes"
"CM-NTC-007-CTRL"	"cm007"	24	24	""	NA	NA	NA	NA	0	"AQL192"	"UNO-CM-007-run3"	"CM007_run3"	2024-05-21	2024-05-21 20:15:33.119436	"marmoset"	2024-05-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HEN-29-MGE-S162"	"cm009"	1	1	"DNA1-HEN-29-MGE"	NA	NA	NA	NA	18428	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-16	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-29-MGE"	"DNA Extracts 1"	""	2	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-07	"Henry"	"yes"
"WOL-1-MGE-S163"	"cm009"	2	2	"DNA1-WOL-1-MGE"	NA	NA	NA	NA	22096	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"WOL-1-MGE"	"DNA Extracts 2"	""	2.2	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-10	"Wolverine"	"yes"
"IVY-29-MGE-S164"	"cm009"	3	3	"DNA1-IVY-29-MGE"	NA	NA	NA	NA	24032	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-29-MGE"	"DNA Extracts 2"	""	1.9	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-07	"Ivy"	"yes"
"BUD-57-MGE-S165"	"cm009"	4	4	"DNA1-BUD-57-MGE"	NA	NA	NA	NA	22282	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-57-MGE"	"DNA Extracts 2"	""	3.2	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-05-05	"Buddy"	"yes"
"JOA-57-MGE-S166"	"cm009"	5	5	"DNA1-JOA-57-MGE"	NA	NA	NA	NA	16562	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-07-11	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-57-MGE"	"DNA Extracts 3"	""	2.5	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-05-05	"Joans"	"yes"
"IRI-59-MGE-S167"	"cm009"	6	6	"DNA1-IRI-59-MGE"	NA	NA	NA	NA	19997	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-07-11	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-59-MGE"	"DNA Extracts 3"	""	2.2	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-05-07	"Iris"	"yes"
"KOR-29-MGE-S168"	"cm009"	7	7	"DNA1-KOR-29-MGE"	NA	NA	NA	NA	27738	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-22	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KOR-29-MGE"	"DNA Extracts 2"	"out"	8.3	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-07	"Korra"	"yes"
"WOL-37-MGE-S169"	"cm009"	8	8	"DNA1-WOL-37-MGE"	NA	NA	NA	NA	20392	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-22	"SA"	"Quick-DNA Fecal/Soil Microbe"	"WOL-37-MGE"	"DNA Extracts 2"	""	0.9	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-15	"Wolverine"	"yes"
"JOA-14-MGE-S170"	"cm009"	9	9	"DNA1-JOA-14-MGE"	NA	NA	NA	NA	21804	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-14-MGE"	"DNA Extracts 2"	""	4.4	"SA/GR"	""	4	800	"Molecular Grade (96%) Ethanol"	2023-03-23	"Joans"	"yes"
"GIN-27-MGE-S171"	"cm009"	10	10	"DNA1-GIN-27-MGE"	NA	NA	NA	NA	20709	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-27-MGE"	"DNA Extracts 2"	""	2.2	"SA/GR"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-05	"Ginger"	"yes"
"OPH-57-MGE-S172"	"cm009"	11	11	"DNA1-OPH-57-MGE"	NA	NA	NA	NA	12175	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-57-MGE"	"DNA Extracts 2"	"low"	12	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-05-05	"Ophelia"	"yes"
"HEN-66-MGE-S173"	"cm009"	12	12	"DNA1-HEN-66-MGE"	NA	NA	NA	NA	21414	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-66-MGE"	"DNA Extracts 2"	""	1.1	"SA"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-14	"Henry"	"yes"
"GIN-2-MGE-S174"	"cm009"	13	13	"DNA1-GIN-2-MGE"	NA	NA	NA	NA	23901	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-07-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-2-MGE"	"DNA Extracts 4"	""	1.9	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-11	"Ginger"	"yes"
"HER-1-MGE-S175"	"cm009"	14	14	"DNA1-HER-1-MGE"	NA	NA	NA	NA	21221	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-27	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HER-1-MGE"	"DNA Extracts 2"	"out"	12	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-10	"Hera"	"yes"
"JAR-15-MGE-S176"	"cm009"	15	15	"DNA1-JAR-15-MGE"	NA	NA	NA	NA	8207	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-27	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JAR-15-MGE"	"DNA Extracts 2"	""	4.1	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-24	"JarJar BINKS"	"yes"
"GIN-29-MGE-S177"	"cm009"	16	16	"DNA1-GIN-29-MGE"	NA	NA	NA	NA	6821	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-27	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-29-MGE"	"DNA Extracts 2"	""	7.7	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-07	"Ginger"	"yes"
"OPH-43-MGE-S178"	"cm009"	17	17	"DNA1-OPH-43-MGE"	NA	NA	NA	NA	20865	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-27	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-43-MGE"	"DNA Extracts 2"	"low"	11	"SA/GR"	""	2	700	"Molecular Grade (96%) Ethanol"	2023-04-21	"Ophelia"	"yes"
"WOL-57-MGE-S179"	"cm009"	18	18	"DNA1-WOL-57-MGE"	NA	NA	NA	NA	8066	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-07-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"WOL-57-MGE"	"DNA Extracts 4"	""	1	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-05-05	"Wolverine"	"yes"
"KUB-15-MGE-S180"	"cm009"	19	19	"DNA1-KUB-15-MGE"	NA	NA	NA	NA	23600	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KUB-15-MGE"	"DNA Extracts 3"	"out"	8.2	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-24	"Kubo"	"yes"
"JOA-29-MGE-S181"	"cm009"	20	20	"DNA1-JOA-29-MGE"	NA	NA	NA	NA	26336	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-29-MGE"	"DNA Extracts 3"	"low"	10	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-07	"Joans"	"yes"
"HAM-59-MGE-S182"	"cm009"	21	21	"DNA1-HAM-59-MGE"	NA	NA	NA	NA	19337	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HAM-59-MGE"	"DNA Extracts 3"	""	3.5	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-05-07	"Hamlet"	"yes"
"IVY-70-MGE-S183"	"cm009"	22	22	"DNA1-IVY-70-MGE"	NA	NA	NA	NA	21005	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-70-MGE"	"DNA Extracts 3"	""	1.4	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-18	"Ivy"	"yes"
"JAR-29-MGE-S184"	"cm009"	23	23	"DNA1-JAR-29-MGE"	NA	NA	NA	NA	21754	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-06-29	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JAR-29-MGE"	"DNA Extracts 3"	""	1.2	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-07	"JarJar BINKS"	"yes"
"CM-NTC-009-NTC"	"cm009"	24	24	""	NA	NA	NA	NA	16	"AVI598"	"UNO-CM-009"	"CM009"	2024-07-19	2024-07-19 21:27:21.691894	"marmoset"	2024-07-19	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAR-21-MGE-S185"	"cm010"	1	1	"DNA1-JAR-21-MGE"	NA	NA	NA	NA	16501	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JAR-21-MGE"	"DNA Extracts 10"	""	3.1	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-30	"JarJar BINKS"	"yes"
"KUB-21-MGE-S186"	"cm010"	2	2	"DNA1-KUB-21-MGE"	NA	NA	NA	NA	12156	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KUB-21-MGE"	"DNA Extracts 10"	""	1.9	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-30	"Kubo"	"yes"
"KOR-21-MGE-S187"	"cm010"	3	3	"DNA1-KOR-21-MGE"	NA	NA	NA	NA	14202	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KOR-21-MGE"	"DNA Extracts 10"	""	15	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-30	"Korra"	"yes"
"IRI-22-MGE-S188"	"cm010"	4	4	"DNA1-IRI-22-MGE"	NA	NA	NA	NA	15287	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-22-MGE"	"DNA Extracts 10"	""	5.2	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-31	"Iris"	"yes"
"GRO-22-MGE-S189"	"cm010"	5	5	"DNA1-GRO-22-MGE"	NA	NA	NA	NA	14356	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-22-MGE"	"DNA Extracts 10"	""	9.6	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-31	"Grogu"	"yes"
"HAM-25-MGE-S190"	"cm010"	6	6	"DNA1-HAM-25-MGE"	NA	NA	NA	NA	7508	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HAM-25-MGE"	"DNA Extracts 10"	""	14	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-03	"Hamlet"	"yes"
