superkingdom	phylum	class	order	family	genus	species	taxid	accession	label
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella timonensis	txid1871008	NR_147380.1	NR_147380.1 Eggerthella timonensis strain Marseille-P3135 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens	txid2137581	NR_179701.1	NR_179701.1 Ellagibacter isourolithinifaciens strain CEBAS 4A 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter massiliensis	txid1841863	NR_179525.1	NR_179525.1 Gordonibacter massiliensis (ex Traore et al. 2017) strain Marseille-P2775 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	Paraeggerthella hongkongensis	txid883106	NR_042825.1	NR_042825.1 Paraeggerthella hongkongensis JCM 14552 strain HKU10 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia isoflavoniconvertens	txid572010	NR_113188.1	NR_113188.1 Slackia isoflavoniconvertens strain JCM 16137 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter ginsenosidimutans	txid490573	NR_108192.1	NR_108192.1 Solirubrobacter ginsenosidimutans strain BXN5-15 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter phytolaccae	txid1404360	NR_133858.1	NR_133858.1 Solirubrobacter phytolaccae strain GTGR-8 16S ribosomal RNA, partial sequence
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter soli	txid363832	NR_041365.1	NR_041365.1 Solirubrobacter soli strain Gsoil 355 16S ribosomal RNA, partial sequence
Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	Armatimonas rosea	txid685828	NR_113009.1	NR_113009.1 Armatimonas rosea strain YO-36 16S ribosomal RNA, partial sequence
Bacteria	Armatimonadetes	Armatimonadia	Capsulimonadales	Capsulimonadaceae	Capsulimonas	Capsulimonas corticalis	txid2219043	NR_179235.1	NR_179235.1 Capsulimonas corticalis strain AX-7 16S ribosomal RNA, partial sequence
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas ginsengisoli	txid1005039	NR_121726.1	NR_121726.1 Fimbriimonas ginsengisoli strain GSoil 348 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides bouchesdurhonensis	txid1841855	NR_179520.1	NR_179520.1 Bacteroides bouchesdurhonensis strain Marseille-P2653 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	txid47678	NR_112932.1	NR_112932.1 Bacteroides caccae strain JCM 9498 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecigallinarum	txid1411144	NR_145844.1	NR_145844.1 Bacteroides caecigallinarum strain C13EG111 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	txid246787	NR_112933.1	NR_112933.1 Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	txid762984	NR_112893.1	NR_112893.1 Bacteroides clarus YIT 12056 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides congonensis	txid1871006	NR_179552.1	NR_179552.1 Bacteroides congonensis strain Marseille-P3132 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cutis	txid2024197	NR_179635.1	NR_179635.1 Bacteroides cutis strain Marseille-P4118 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	txid28111	NR_112935.1	NR_112935.1 Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecichinchillae	txid1236513	NR_113206.1	NR_113206.1 Bacteroides faecichinchillae JCM 17102 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	txid1077285	NR_113067.1	NR_113067.1 Bacteroides faecis MAJ27 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	txid338188	NR_041313.1	NR_041313.1 Bacteroides finegoldii strain 199 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	txid763034	NR_113068.1	NR_113068.1 Bacteroides fluxus YIT 12057 strain JCM 16101 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	txid817	NR_112936.1	NR_112936.1 Bacteroides fragilis strain JCM 11019 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides gallinaceum	txid1462571	NR_148822.1	NR_148822.1 Bacteroides gallinaceum strain C13EG186 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides graminisolvens	txid477666	NR_113069.1	NR_113069.1 Bacteroides graminisolvens strain JCM 15093 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides helcogenes	txid290053	NR_041279.1	NR_041279.1 Bacteroides helcogenes strain JCM 6297 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides heparinolyticus	txid28113	NR_044633.1	NR_044633.1 Bacteroides heparinolyticus strain HEP 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides humanifaecis	txid2792859	NR_181532.1	NR_181532.1 Bacteroides humanifaecis strain KGMB07931 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ilei	txid1907658	NR_179567.1	NR_179567.1 Bacteroides ilei strain Marseille-P3208 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	txid329854	NR_041307.1	NR_041307.1 Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides koreensis	txid1912896	NR_159117.1	NR_159117.1 Bacteroides koreensis strain YS-aM39 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides kribbi	txid1912894	NR_159118.1	NR_159118.1 Bacteroides kribbi strain R2F3-3-3 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides luhongzhouii	txid2650158	NR_180463.1	NR_180463.1 Bacteroides luhongzhouii strain HF-5141 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides mediterraneensis	txid1841856	NR_144744.1	NR_144744.1 Bacteroides mediterraneensis strain Marseille-P2644 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ndongoniae	txid1903262	NR_179564.1	NR_179564.1 Bacteroides ndongoniae strain Marseille-P3108 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii	txid1203608	NR_112939.1	NR_112939.1 Bacteroides nordii WAL 11050 = JCM 12987 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	txid28116	NR_112940.1	NR_112940.1 Bacteroides ovatus strain JCM 5824 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides propionicigenes	txid2834112	NR_181731.1	NR_181731.1 Bacteroides propionicigenes strain NSJ-90 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	txid310300	NR_041280.1	NR_041280.1 Bacteroides pyogenes strain JCM 10003 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides reticulotermitis	txid1445607	NR_114316.1	NR_114316.1 Bacteroides reticulotermitis JCM 10512 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium	txid1236512	NR_113072.1	NR_113072.1 Bacteroides rodentium JCM 16496 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	txid291644	NR_043016.1	NR_043016.1 Bacteroides salyersiae strain WAL 10018 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercorirosoris	txid1236514	NR_113207.1	NR_113207.1 Bacteroides stercorirosoris JCM 17103 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris	txid449673	NR_112943.1	NR_112943.1 Bacteroides stercoris ATCC 43183 strain JCM 9496 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	txid818	NR_112944.1	NR_112944.1 Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides timonensis	txid1203465	NR_144704.1	NR_144704.1 Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	txid820	NR_112945.1	NR_112945.1 Bacteroides uniformis strain JCM 5828 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	txid657309	NR_112947.1	NR_112947.1 Bacteroides xylanisolvens XB1A 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides zoogleoformans	txid28119	NR_113353.1	NR_113353.1 Bacteroides zoogleoformans strain JCM 16136 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Caecibacteroides	Caecibacteroides pullorum	txid2725562	NR_181379.1	NR_181379.1 Caecibacteroides pullorum strain AN421 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Mediterranea	Mediterranea massiliensis	txid1841865	NR_144747.1	NR_144747.1 Mediterranea massiliensis strain Marseille-P2645 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola barnesiae	txid376804	NR_041446.1	NR_041446.1 Phocaeicola barnesiae strain BL2 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola	txid470145	NR_041278.1	NR_041278.1 Phocaeicola coprocola DSM 17136 strain M16 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprophilus	txid387090	NR_041461.1	NR_041461.1 Phocaeicola coprophilus strain CB42 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	txid357276	NR_041351.1	NR_041351.1 Phocaeicola dorei strain 175 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis	txid204516	NR_112938.1	NR_112938.1 Phocaeicola massiliensis strain B84634 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola paurosaccharolyticus	txid1236498	NR_113071.1	NR_113071.1 Phocaeicola paurosaccharolyticus JCM 15092 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	txid484018	NR_041277.1	NR_041277.1 Phocaeicola plebeius DSM 17135 strain M12 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii	txid1236538	NR_113064.1	NR_113064.1 Phocaeicola sartorii JCM 16497 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	txid435590	NR_074515.1	NR_074515.1 Phocaeicola vulgatus ATCC 8482 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	txid487174	NR_113073.1	NR_113073.1 Barnesiella intestinihominis strain JCM 15079 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	txid397865	NR_121773.2	NR_121773.2 Barnesiella viscericola strain C46 16S ribosomal RNA, complete sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter secundus	txid2751153	NR_173687.1	NR_173687.1 Coprobacter secundus subsp. similis strain 2CBH44 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas alginatilytica	txid1605892	NR_137388.1	NR_137388.1 Dysgonomonas alginatilytica strain HUA-2 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides	txid45254	NR_113133.1	NR_113133.1 Dysgonomonas capnocytophagoides strain JCM 16697 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas gadei	txid742766	NR_113134.1	NR_113134.1 Dysgonomonas gadei ATCC BAA-286 strain JCM 16698 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas hofstadii	txid1298597	NR_113230.1	NR_113230.1 Dysgonomonas hofstadii JCM 17038 = DSM 104969 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas macrotermitis	txid1346286	NR_134023.1	NR_134023.1 Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas massiliensis	txid2040292	NR_164950.1	NR_164950.1 Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Lentimicrobium saccharophilum	txid1678841	NR_149795.1	NR_149795.1 Lentimicrobium saccharophilum strain TBC1 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella dubosii	txid2518971	NR_170508.1	NR_170508.1 Duncaniella dubosii strain H5 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella freteri	txid2530391	NR_170509.1	NR_170509.1 Duncaniella freteri strain TLL-A3 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris	txid2094150	NR_179975.1	NR_179975.1 Duncaniella muris strain 129-Nlrp6 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Heminiphilus	Heminiphilus faecis	txid2601703	NR_180717.1	NR_180717.1 Heminiphilus faecis strain AM35 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum gordoncarteri	txid2530390	NR_180431.1	NR_180431.1 Muribaculum gordoncarteri strain TLL-A4 16S ribosomal RNA, complete sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	txid1796646	NR_144616.1	NR_144616.1 Muribaculum intestinale strain YL27 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum intestinale	txid2094151	NR_179976.1	NR_179976.1 Paramuribaculum intestinale strain B1117 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sangeribacter	Sangeribacter muris	txid2880703	NR_181880.1	NR_181880.1 Sangeribacter muris strain A43 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus pleomorphus	txid2606626	NR_180830.1	NR_180830.1 Sodaliphilus pleomorphus strain Oil-RF-744-WCA-WT-10 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecalis	txid2093856	NR_179974.1	NR_179974.1 Butyricimonas faecalis strain H184 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas paravirosa	txid1472417	NR_126195.1	NR_126195.1 Butyricimonas paravirosa strain 214-4 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas phoceensis	txid1720203	NR_169358.1	NR_169358.1 Butyricimonas phoceensis strain AT9 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas synergistica	txid544644	NR_041690.1	NR_041690.1 Butyricimonas synergistica strain MT01 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas vaginalis	txid2042309	NR_179642.1	NR_179642.1 Butyricimonas vaginalis strain Marseille-P4593 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas virosa	txid544645	NR_041691.1	NR_041691.1 Butyricimonas virosa strain MT12 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Culturomica	Culturomica massiliensis	txid1841857	NR_144745.1	NR_144745.1 Culturomica massiliensis strain Marseille-P2698 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	txid28118	NR_074535.1	NR_074535.1 Odoribacter splanchnicus strain DSM 220712 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter propionicigenes	txid694427	NR_074577.1	NR_074577.1 Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Massilibacteroides	Massilibacteroides vaginae	txid1673718	NR_179416.1	NR_179416.1 Massilibacteroides vaginae strain MV12 16S ribosomal RNA, partial sequence
